iata_code,icao_code,name,country
,WFC,"Swift Copters",Switzerland
,WLK,"Skyrover CC","South Africa"
,XLK,"Safarilink Aviation",Kenya
,XMX,SENEAM,Mexico
,XPG,"Southport Air Service","United States"
,XSA,"Spectrum Air Service","United States"
,XSN,"Stephenville Aviation Services",Canada
,XTA,"Servicios Aéreos Textra",Mexico
,XTR,"Sector Airlines",Canada
,XXS,"Skyplan Services",Canada
,YBE,"Stewart Aviation Services","United States"
,FYA,"Servicios Aéreos Integrales / Flyant",Spain
,UFA,"State Flight Academy of Ukraine",Ukraine
,SAF,"Singapore Air Force",Singapore
Q4,TLK,"Starlink Aviation",Canada
V9,HCW,"Star1 Airlines",Lithuania
O3,CSS,"SF Airlines",China
,SXN,SaxonAir,"United Kingdom"
,RZ,"Superna Airlines",China
XG,SXD,"Sunexpress Deutschland",Germany
,KFE,"SkyFirst LTD",Malta
PQ,SQP,SkyUp,Ukraine
S5,LLC,"Small Planet Airlines",Lithuania
P7,LLP,"Small Planet Airlines",Poland
P2,LLI,"Small Planet Airlines",Italy
5P,LLX,"Small Planet Airlines",Germany
9L,TOW,"AirTanker Services","United Kingdom"
,TLO,"Eagle Canyon Airlines","United States"
JJ,TAM,"LATAM  Brasil",Brazil
1L,OSY,"Open Skies Consultative Commission","United States"
2S,TGR,"Satgur Air Transport",Liberia
DT,DTA,"TAAG Angola Airlines",Angola
,IRF,"TA-Air Airline",Iran
,TBI,"TAB Express  International","United States"
,TBM,"Taban Air Lines",Iran
,THO,"TACA De Honduras",Honduras
VR,TCV,TACV,"Cape Verde"
,TDC,Tadair,Spain
,TES,"Taespejo Portugal LDA",Portugal
,HET,"TAF Helicopters",Spain
,TSD,"TAF-Linhas Aéreas",Brazil
,SBT,"Taftan  Airlines",Iran
,FPG,"TAG  Aviation",Switzerland
,TGM,"TAG Aviation Espana",Spain
,VIP,"Tag Aviation UK","United Kingdom"
,TAG,"TAG Aviation USA","United States"
,FBO,"TAG Farnborough Airport","United Kingdom"
TI,TWI,"Tailwind Airlines",Turkey
,TIN,"Taino Tours","Dominican Republic"
,TFB,"Tair Airways",Philippines
,TJK,Tajikair,Tajikistan
,TZK,"Tajikistan  International Airlines",Tajikistan
,TKE,"Take Air Line",France
,JEL,"Tal Air Charters",Canada
,TAL,Talair,"Papua New Guinea"
,TFF,"Talon Air","United States"
EQ,TAE,TAME,Ecuador
,TMI,"Tamir  Airways",Israel
QT,TPA,TAMPA,Colombia
,TNR,"Tanana Air Services","United States"
TQ,TDM,"Tandem  Aero",Moldova
,HTO,"Tango Bravo",France
TP,TAP,"TAP  Portugal",Portugal
,UTM,"TAPC Aviatrans  Aircompany",Uzbekistan
,TPS,"TAPSA Transportes Aéreos Petroleros",Argentina
K3,TQN,"Taquan Air Services","United States"
,THC,"Tar Heel Aviation","United States"
,TPL,"TAR Interpilot",Mauritania
,IRR,"Tara Air Line",Iran
,TTH,"Tarhan Tower Airlines",Turkey
,TKJ,"Tarkim Aviation",Turkey
RO,ROT,Tarom,Romania
,RMS,"Tas Aviation","United States"
,CTP,"Tashkent  Aircraft Production Corporation",Uzbekistan
SF,DTH,"Tassili  Airlines",Algeria
,PGS,"Tauranga Aer Club","New Zealand"
T6,TVR,"Tavrey  Airlines",Ukraine
,TQE,"Taxair Mexiqienses",Mexico
,TXL,"Taxi Aéreo Cozatl",Mexico
,TXM,"Taxi Aéreo de México",Mexico
,TUO,"Taxi Aéreo Turístico",Mexico
,XNR,"Taxi Aero Del Norte",Mexico
,TDV,"Taxi Aero Nacional  Del Evora",Mexico
,TRF,"Taxi Air Fret",France
,VRC,"Taxi de Veracruz",Mexico
,TXR,Taxirey,Mexico
,TPR,"Taxis Aéreos De Parral",Mexico
,TXO,"Taxis Aéreos de Sinaloa",Mexico
,TNE,"Taxis Aéreos del  Noroeste",Mexico
,TPF,"Taxis Aéreos del  Pacífico",Mexico
,TMH,"Taxis Turisticos  Marakame",Mexico
,TYF,Tayflite,"United Kingdom"
,TFY,"Tayside  Aviation","United Kingdom"
L6,VNZ,Tbilaviamsheni,Georgia
,RRY,"Tbilisi Aviation  University",Georgia
,TCD,"Tchad Airlines",Chad
,TIM,"TEAM Linhas Aéreas",Brazil
L9,TLW,"Teamline  Air",Austria
,TEM,"Tech-Mont  Helicopter Company",Slovakia
,TEF,"Tecnicas Fotograficas",Spain
,TBN,"Teebah  Airlines","Sierra Leone"
,THR,"Tehran Airline",Iran
,TCM,"Teledyne Continental Motors","United States"
,TLX,"Telesis Transair","United States"
,TEL,"Telford Aviation","United States"
,TDE,"Tellavia / Flight One","United States"
,DOT,"Telnic Limited","United Kingdom"
,TEH,"Tempelhof Airways","United States"
,TMS,"Temsco Helicopters","United States"
,TNL,"Tengeriyn Ulaach Shine",Mongolia
,TEB,"Tenir Airlines",Kyrgyzstan
,TNG,"Tennessee Air National Guard 164th  Airlift Group","United States"
,TEN,"Tennessee Airways","United States"
,TET,"Tepavia-Trans Airlines",Moldova
,TER,"Territorial Airlines","United States"
,TIS,Tesis,Russia
,TXZ,"Tex Star Air Freight","United States"
,TXA,"Texair Charter","United States"
,TXT,"Texas Air Charters","United States"
,TXS,"Texas  Airlines","United States"
,CWT,"Texas Airways","United States"
,TXN,"Texas National Airlines","United States"
,TEZ,"TezJet  Airlines",Kyrgyzstan
,TGC,"TG Aviation","United Kingdom"
T2,TCG,"Thai  Air Cargo",Thailand
FD,AIQ,"Thai  AirAsia",Thailand
XJ,TAX,"Thai  AirAsia X",Thailand
TG,THA,"Thai Airways International",Thailand
,TSL,"Thai Aviation Services",Thailand
,TFH,"Thai Flying  Helicopter Service",Thailand
,TFT,"Thai Flying Service",Thailand
,THG,"Thai Global Airline",Thailand
,THJ,"Thai Jet Intergroup",Thailand
SL,TLM,"Thai  Lion Mentari",Thailand
,TPV,"Thai Pacific  Airlines Business",Thailand
WE,THD,"Thai Smile  Airways",Thailand
T9,TSX,"Thai Star Airlines",Thailand
VZ,TVJ,"Thai  Vietjet Air",Thailand
,GFN,"The 955 Preservation  Group","United Kingdom"
,LEG,"The Army  Aviation Heritage Foundation","United States"
,LCC,"The Lancair Company","United States"
HQ,TCW,"Thomas Cook Airlines",Belgium
MT,TCX,"Thomas Cook Airlines","United Kingdom"
,IHS,Thryluthjonustan,Iceland
,THU,"Thunder  Airlines",Canada
,TBD,"Thunderbird Tours",Canada
,BLI,"Thyssen  Krupp AG",Germany
GS,GCR,"Tianjin  Airlines",China
3P,TNM,"Tiara Air",Aruba
,TBA,"Tibet  Airlines",China
,TIK,"Tic Air",Australia
,TJN,Tien-Shan,Kazakhstan
TT,TGG,"Tigerair Australia",Australia
IT,TTW,"Tigerair  Taiwan",Taiwan
,MOH,Tigerfly,"United Kingdom"
,TKC,"Tikal Jets Airlines",Guatemala
,TMR,"Timberline Air",Canada
,TIE,"Time Air","Czech Republic"
,TVI,Tiramavia,Moldova
,TYJ,"TJS Malta Ltd.",Malta
,TSR,"TJS San Marino S.r.L.","San Marino"
,TLS,"TLC Air","United States"
,TMM,"TMC Airlines","United States"
3V,TAY,"TNT  Airways",Belgium
,NTR,"TNT International  Aviation","United Kingdom"
,TBX,"Tobago  Express","Trinidad and Tobago"
7T,TOB,"Tobruk Air",Libya
,TOJ,"TOJ Airlines",Tajikistan
TI,TOL,"Tol-Air  Services","United States"
,TMK,"Tomahawk Airways","United States"
,TOP,"Top Air",Indonesia
,CHE,"Top Flight Air Service","United States"
,TLY,"Top Fly",Spain
,LKW,"Top Sky International",Indonesia
,TPD,"Top Speed",Austria
,TTL,"Total Linhas Aéreas",Brazil
,TOT,Totavia,Canada
,THE,"Toumai  Air Tchad",Chad
,THF,"Touraine Helicoptere",France
,TOY,"Toyota Canada",Canada
,TGE,"Trabajos Aéreos",Spain
,AIM,"Trabajos Aéreos  Murcianos",Spain
,TVH,"Trabajos Aéreos  Vascongados",Spain
,TDR,"Trade Air",Croatia
TJ,GPD,"Tradewind Aviation","United States"
,TDX,"Tradewinds Airlines","United States"
,TWL,"Tradewinds Aviation",Canada
,JCH,"Trading Air Cargo",Mauritania
,TDO,TRADO,"Dominican Republic"
,TRG,"TRAGSA (Medios Aéreos)",Spain
,HBA,"Trail Lake Flying  Service","United States"
,TMQ,TRAM,Mauritania
,TMX,"Tramon Air","South Africa"
,TRR,"Tramson Limited",Sudan
,MUI,"Trans Air","United States"
,TRC,"Trans Air Charter","United States"
,TWW,"Trans Air Welwitchia",Angola
,TNB,"Trans Air-Benin",Benin
,RTM,"Trans Am Compania",Ecuador
,CLR,"Trans America","United States"
,TVA,"Trans America Airlines","United States"
,TPU,"Trans American Airlines  (Trans Am)",Peru
,TRT,"Trans Arabian Air  Transport",Sudan
,SRT,"Trans Asian Airlines",Kazakhstan
,TLL,"Trans Atlantic Airlines","Sierra Leone"
,TCC,"Trans Continental Airlines",Sudan
,TCN,"Trans Continental Airlines","United States"
,TRJ,"Trans Euro Air","United Kingdom"
,TGY,"Trans Guyana Airways",Guyana
,THZ,"Trans Helicoptere  Service",France
,TIA,"Trans International Airlines","United States"
,BAP,"Trans  International Express Aviation","United States"
,TRD,"Trans Island Air",Barbados
,SWL,"Trans Jet Airways",Sweden
TL,TMA,"Trans  Mediterranean Airlines",Lebanon
,TMT,"Trans Midwest Airlines","United States"
,TNW,"Trans Nation Airways",Ethiopia
,TNT,"Trans North Turbo Air",Canada
,REC,"Trans Reco",Mauritania
,SBJ,"Trans Sahara Air",Nigeria
,TSM,"Trans Sayegh  Airport Services",Lebanon
AX,LOF,"Trans States Airlines","United States"
TW,TWA,"Trans World Airlines","United States"
,RBD,"Trans World Express","United States"
UN,TSO,"Transaero Airlines",Russia
,TNF,Transafricaine,"Burkina Faso"
,TFK,"Transafrik International","São Tomé and Príncipe"
,TSA,"Transair France",France
,TGX,"Transair Gabon",Gabon
,TNI,"Transair  International Linhas Aéreas","United States"
,TSN,"Trans-Air Services",Nigeria
,TSG,Trans-Air-Congo,"Republic of the Congo"
,KTS,Transair-Gyraintiee,Russia
,GJB,Trans-Air-Link,"United States"
,TWM,Transairways,Mozambique
,UTT,"Transarabian  Transportation Services",Uganda
GE,TNA,"TransAsia Airways",Taiwan
,AUC,"Transaustralian Air  Express",Australia
,VEN,Transaven,Venezuela
TO,TVF,"Transavia  France",France
HV,TRA,"Transavia Holland",Netherlands
,KTB,Transaviabaltika,Lithuania
AL,TXC,"TransAVIAexport Airlines",Belarus
,FNV,Transaviaservice,Georgia
,TVO,Transavio,Italy
,TIW,"Transcarga Intl Airways",Venezuela
,TCE,"Trans-Colorado Airlines","United States"
,TCH,"Transcontinental Air",Bahrain
,TCT,"Transcontinental Sur",Uruguay
,TCP,"Transcorp Airways","United Kingdom"
UE,TEP,"Transeuropean Airlines",Russia
,TFA,"Trans-Florida Airlines","United States"
,TXE,"Transilvania Express",Romania
,KCA,Trans-Kiev,Ukraine
,TLA,"Translift Airways",Ireland
,TMD,Transmandu,Venezuela
T9,TRZ,"TransMeridian Airlines","United States"
TH,TSE,"Transmile Air Services",Malaysia
,TNV,Transnorthern,"United States"
,TPP,"Transpac Express",Australia
,PCW,"Trans-Pacific  Orient Airways",Philippines
,TPM,"Transpaís Aéreo",Mexico
,TNP,"Transped Aviation",Austria
,TRM,"Transport Aerien  de Mauritanie",Mauritania
,TLF,"Transport Africa","Sierra Leone"
,TGO,"Transport  Canada",Canada
,TFI,"Transport Facilitators","United States"
,TQR,"Transportación  Aérea De Querétaro",Mexico
,MCT,"Transportación  Aérea Del Mar De Cortés",Mexico
,TPN,"Transportación  Aérea del Norte",Mexico
,TTR,"Transportaciones  Y Servicios Aéreos",Mexico
,TSI,Transport'air,France
,TCB,"Transporte Aereo  De Colombia",Colombia
,TAD,"Transporte Aéreo  Dominicano","Dominican Republic"
,TZE,"Transporte Aéreo  Ernesto Saenz",Mexico
,TTS,"Transporte  Aéreo Técnico Ejecutivo",Mexico
,MGM,"Transporte Aero MGM",Mexico
,TMZ,"Transporte Amazonair",Venezuela
,EAR,"Transporte Ejecutivo  Aéreo",Mexico
,TPT,"Transportes Aéreo  del Sureste",Mexico
,MPO,"Transportes Aéreos  Amparo",Mexico
,BOL,"Transportes Aéreos Bolivianos",Bolivia
,TDI,"Transportes Aéreos  de Ixtlán",Mexico
,TPX,"Transportes Aéreos  De Xalapa",Mexico
,TMY,"Transportes  Aéreos del Mundo Maya",Mexico
,TFO,"Transportes  Aéreos del Pacífico",Mexico
,DCL,"Transportes  Aéreos Don Carlos",Chile
,TSP,"Transportes Aéreos  Inter",Guatemala
,MXQ,"Transportes  Aéreos Mexiquenses",Mexico
TX,TAN,"Transportes Aéreos Nacionales",Honduras
,ELV,"Transportes  Aéreos Nacionales De Selva Tans",Peru
,TPG,"Transportes Aéreos  Pegaso",Mexico
,TGI,"Transportes  Aéreos Regionales",Mexico
,SRF,"Transportes  Aéreos San Rafael",Chile
,RRT,"Transportes Aéreos  Sierra",Mexico
,SEI,"Transportes  Aéreos Sierra Madre",Mexico
,TAU,"Transportes Aéreos  Tauro",Mexico
,TPZ,"Transportes La Paz",Mexico
OF,TML,"Transports et Travaux  Aériens de Madagascar",Madagascar
,TPY,"Trans-Provincial Airlines",Canada
,TTC,Transteco,Angola
,TWE,"Transwede Airways",Sweden
,TRW,"Transwestern  Airlines of Utah","United States"
,TSW,Transwings,Switzerland
,TST,TRAST,Kazakhstan
S5,TSJ,"Trast Aero",Kyrgyzstan
,TSK,"Trast Aero",Kyrgyzstan
,TIC,"Travel  International Air Charters",Zambia
,TMC,"Travel Management  Company","United States"
,TVL,"Travel Service",Hungary
,TLV,Travelair,Uruguay
,TDA,"Trend Aviation","United States"
,TNX,"Trener Ltd",Hungary
,TRU,"Triangle Airline  (Uganda)",Uganda
,TGN,"Trigana Air Service",Indonesia
GY,TMG,"Tri-MG Intra Asia Airlines",Indonesia
,TBH,"Trinity Air Bahamas",Bahamas
T4,TIB,"TRIP Linhas Aéreas",Brazil
,TTP,"Triple O Aviation",Nigeria
,TSY,"Tristar  Air",Egypt
,TRY,"Tristar Airlines","United States"
,TSS,"Tri-State Aero","United States"
,DRC,"Triton  Airlines",Canada
,TSV,"Tropair Airservices","United Kingdom"
PM,TOS,"Tropic Air",Belize
,TRO,"Tropic Airlines-Air  Molokai","United States"
M7,TBG,"Tropical  Airways",Haiti
,TKX,"Tropical  International Airways","Saint Kitts and Nevis"
,TCA,"Tropican Air Services",Egypt
,TYG,Trygg-Flyg,Sweden
,PSS,TSSKB-Progress,Russia
,TTA,"TTA -  Sociedade de Transporte e Trabalho Aéreo",Mozambique
,TBR,Tubelair,Tunisia
BY,TOM,"TUI  Airways","United Kingdom"
X3,TUI,"TUI fly Deutschland",Germany
OR,TFL,"TUI fly Netherlands",Netherlands
6B,BLX,"TUI  fly Nordic",Sweden
TD,TLP,"Tulip Air",Netherlands
,TUL,"Tulpar Air",Russia
,TUX,"Tulpar Air Service",Kazakhstan
,TUZ,"Tuna Aero",Sweden
TU,TAR,Tunisair,Tunisia
,TAJ,Tunisavia,Tunisia
3T,URN,"Turan Air",Azerbaijan
,TBC,"Turbine Air Cargo UK","United Kingdom"
,TAC,"Turbot Air Cargo",Senegal
,TRQ,"Turdus Airways",Netherlands
,TUC,"Turismo Aéreo de Chile",Chile
,THK,"Turk Hava  Kurumu Hava Taksi Isletmesi",Turkey
,THS,"Turkish Aerospace Industries",Turkey
,HVK,"Turkish Air Force",Turkey
TK,THY,"Turkish  Airlines",Turkey
,TRK,"Turkish  Airlines General Aviation",Turkey
T5,TUA,Turkmenhovayollary,Turkmenistan
,TLT,"Turtle Airways",Fiji
,USB,Tusheti,Georgia
TW,TWB,"T'way Air","Republic of Korea"
,TWO,"Twente Airlines",Netherlands
,TCY,"Twin Cities Air Service","United States"
T7,TJT,"Twin Jet",France
,TNY,"Twin Town Leasing  Company","United States"
,TWJ,"Twinjet Aircraft Sales","United Kingdom"
,TYW,"Tyrol Air Ambulance",Austria
VO,TYR,"Tyrolean  Airways",Austria
,TJS,"Tyrolean Jet Services",Austria
,TUM,Tyumenspecavia,Russia
XN,XAR,XpressAir,Indonesia
,UEU,"United European Airlines",Romania
,UCG,"Uniworld Air Cargo",Panama
,CUH,"Urumqi Airlines",China
,DOD,"USAF Air Mobility Operations Control Center","United States"
,DOI,"U.S. Department of the Interior","United States"
,CNV,"U.S. Navy Reserve Logistic Air Forces","United States"
,EXM,"United Kingdom Civil Aviation Authority","United Kingdom"
,GIH,"Union des Transports Africains de Guinee",Guinea
,GKA,"US Army Parachute Team","United States"
U5,GWY,"USA3000 Airlines","United States"
B7,UIA,"UNI Air",Taiwan
,UAB,"United Arabian Airlines",Sudan
UA,UAL,"United Airlines","United States"
4H,UBD,"United Airways",Bangladesh
,UAC,"United Air Charters",Zimbabwe
,UCS,"United Carriers Systems","United States"
,UEA,"United Eagle Airlines",China
,UFS,"United Feeder Service","United States"
,CFU,"United Kingdom Civil Aviation Authority","United Kingdom"
,KRF,"United Kingdom Royal VIP Flights","United Kingdom"
,KRH,"United Kingdom Royal VIP Flight","United Kingdom"
,SDS,"United Kingdom Civil Aviation Authority","United Kingdom"
,TQF,"United Kingdom Royal VIP Flights","United Kingdom"
,CGX,"United States Coast Guard Auxiliary","United States"
,AGR,"United States Department Of Agriculture","United States"
,UAD,"University Air Squadron","United Kingdom"
,UAJ,"University Air Squadron","United Kingdom"
,UAA,"University Air Squadron","United Kingdom"
,UAS,"University Air Squadron","United Kingdom"
,HBU,"Universal Avia",Ukraine
,HLE,"UK HEMS","United Kingdom"
U7,JUS,"USA Jet Airlines","United States"
,LEA,Unijet,France
,MSH,"US Marshals Service","United States"
,NDU,"University of North Dakota","United States"
,RAU,"Uganda Royal Airways",Uganda
,SAU,"United Aviation Services",Spain
U6,SVR,"Ural Airlines",Russia
,TRB,"Ukraine Transavia",Ukraine
,UAF,"United Arab Emirates Air Force","United Arab Emirates"
,UAI,"Union Africaine des Transports","Ivory Coast"
,UCC,"Uganda Air Cargo",Uganda
,UCH,"US Airports Air Charter","United States"
,UCO,Ucoaviacion,Spain
,UES,"Ues-Avia Aircompany",Ukraine
UR,UGD,"Uganda Airlines",Uganda
,UGC,"Urgemer Canarias",Spain
,UHL,"Ukrainian Helicopters",Ukraine
,UHS,"Ulyanovsk Higher Civil Aviation School",Russia
,UJR,"Universal Jet Rental de Mexico",Mexico
,UJT,"Universal Jet Aviation","United States"
,UKI,"UK International Airlines","United Kingdom"
,UKL,"Ukraine Air Alliance",Ukraine
UF,UKM,"UM Airlines",Ukraine
,UKN,"Ukraine Air Enterprise",Ukraine
,UKP,"National Police Air Service","United Kingdom"
6Z,UKS,"Ukrainian Cargo Airways",Ukraine
,ULT,Ultrair,"United States"
,ULH,"Ultimate HELI","South Africa"
,ULR,"Ultimate Air","South Africa"
,UNC,Uni-Fly,Denmark
,UNF,"Union Flights","United States"
,UNJ,"Universal Jet",Spain
,UNS,"Unsped Paket Servisi",Turkey
,UNU,"Unifly Servizi Aerei",Italy
,UPL,"Ukrainian Pilot School",Ukraine
5X,UPS,"United Parcel Service","United States"
,URV,Uraiavia,Russia
BS,UBG,"US-Bangla Airlines",Bangladesh
,USF,"USAfrica Airways","United States"
UH,USH,"US Helicopter","United States"
,USJ,"US Jet","United States"
,USX,"US Express","United States"
UT,UTA,"UTair Aviation",Russia
,UTR,"Utair South Africa","South Africa"
,UTS,"Ukrainian State Air Traffic Service Enterprise",Ukraine
,UTU,Urartu-Air,Armenia
,UVA,"Universal Airways","United States"
,UVG,"Universal Airlines",Guyana
,UVM,Uvavemex,Mexico
,UVN,"United Aviation",Kuwait
HY,UZB,"Uzbekistan Airways",Uzbekistan
PS,AUI,"Ukraine International Airlines",Ukraine
,WEC,"Universal Airlines","United States"
,QID,"USAF 100th Air Refueling Wing","United States"
,UIT,"University of Tromsø School of Aviation",Norway
,UNO,"United Nations",
JW,VNL,"Vanilla Air",Japan
VU,VAG,"Vietravel Airlines",Vietnam
,VAR,"Veca Airlines","El Salvador"
,VVV,"Valair Aviação Lda",Portugal
,VIL,"V I Airlink","British Virgin Islands"
VA,VOZ,"Virgin Australia",Australia
,VBA,"V Bird Airlines Netherlands",Netherlands
,WIW,"V-avia Airline",Ukraine
,VBD,V-Berd-Avia,Armenia
,VAC,Vacationair,Canada
,RDW,"Valair AG (Helicoptere)",Switzerland
,VLA,"Valan International Cargo Charter","South Africa"
,VLN,"Valan Limited",Moldova
,EHR,Valfell-Verkflug,Iceland
VF,VLU,Valuair,Singapore
J7,VJA,"ValuJet Airlines","United States"
,VAA,"Van Air Europe","Czech Republic"
,VGC,"Vanguardia en Aviación en Colima",Mexico
,VGD,"Vanguard Airlines","United States"
0V,VFC,"Vietnam Air Services Company (VASCO)",Vietnam
,WGA,"Vega Air Company",Ukraine
,WEL,"Veles, Ukrainian Aviation Company",Ukraine
,VTX,Verataxis,Mexico
,BTP,Veritair,"United Kingdom"
VC,VAL,"Voyageur Airways",Canada
,GRV,"Vernicos Aviation",Greece
VN,HVN,"Vietnam Airlines",Vietnam
,KWA,"Vozdushnaya Academy",Kazakhstan
NN,MOV,"VIM Airlines",Russia
,MVY,VIM-Aviaservice,Russia
,ENV,"Victoria Aviation","United Kingdom"
,VCT,"Viscount Air Service","United States"
,SSI,"Vision Airlines",Nigeria
,FXF,"VIP Air Charter","United States"
,PAV,"VIP Avia",Kazakhstan
,PRX,"VIP Avia",Latvia
,VAT,Visionair,Ireland
,VCA,"VICA - Viacao Charter Aéreos",Brazil
,VCM,"Volare Air Charter Company","United States"
Y4,VOI,Volaris,Mexico
VI,VDA,"Volga-Dnepr Airlines",Russia
,VEA,"Vega Airlines",Bulgaria
,VEC,"Venescar Internacional",Venezuela
,VEE,"Victor Echo",Spain
,VEI,"Virgin Express Ireland",Ireland
VJ,VJC,"Vietjet Air",Vietnam
V4,VES,"Vieques Air Link","United States"
TV,VEX,"Virgin Express",Belgium
,VFT,"VZ Flights",Mexico
VK,VGN,"Virgin Nigeria Airways",Nigeria
,VGV,"Vologda State Air Enterprise",Russia
,VHA,"VH-Air Industrie",Angola
,VHM,"VHM Schul-und-Charterflug",Germany
,VIB,"Vibroair Flugservice",Germany
,VIC,"VIP Servicios Aéreos Ejecutivos",Mexico
,VIE,"VIP Empresarial",Mexico
,VIF,"VIF Luftahrt",Austria
,VIG,"Vega Aviation",Sudan
,VIH,Vichi,Moldova
,VIK,"Viking Airlines",Sweden
,VIN,"Vinair Aeroserviços",Portugal
VS,VIR,"Virgin Atlantic","United Kingdom"
,VJM,"Viajes Ejecutivos Mexicanos",Mexico
,VJT,Vistajet,Canada
ZG,VVM,"Viva Macau",Macao
VE,VLE,"C.A.I. Second",Italy
VY,VLG,"Vueling Airlines",Spain
XF,VLK,"Vladivostok Air",Russia
LC,VLO,"Varig Logística",Brazil
,VLT,"Vertical-T Air Company",Russia
,VMA,"Vero Monmouth Airlines","United States"
,VNK,"Vipport Joint Stock Company",Russia
VM,VOA,"Viaggio Air",Bulgaria
,VOG,"Voyager Airlines",Bangladesh
,VPB,"Veteran Air",Ukraine
,VPV,VIP-Avia,Georgia
,VRA,Vertair,"United Kingdom"
,VRL,"Voar Lda",Angola
RG,VRN,Varig,Brazil
VH,VVC,"Viva Air Colombia",Colombia
,VSB,"Vickers Limited","United Kingdom"
,VSN,"Vision Airways Corporation",Canada
,VSO,"Voronezh Aircraft Manufacturing Society",Russia
VP,VSP,VASP,Brazil
,VSS,"Virign Islands Seaplane Shuttle","United States"
,VTC,"Vuelos Especializados Tollocan",Mexico
,VTH,"Vuelos Corporativos de Tehuacan",Mexico
V7,VOE,Volotea,Spain
,VTK,"Vostok Airlines",Russia
,VTL,"Victor Tagle Larrain",Chile
,VTV,Vointeh,Bulgaria
,VUR,"VIP Ecuador",Ecuador
,VUS,"Vuela Bus",Mexico
,VZL,Vzlyet,Russia
VG,VLM,"VLM Airlines",Belgium
,WCY,"Viking Express","United States"
,WEV,"Victoria International Airways",Uganda
G6,WLG,"Air Volga",Russia
UK,VTI,Vistara,India
WD,WDL,"WDL Aviation",Germany
,WRR,"WRA Inc","United States"
,XWS,"WSI Corporation","United States"
,CGG,"Walmart Aviation","United States"
,GOT,WaltAir,Sweden
,WPT,"Wapiti Aviation",Canada
,WAV,"Warbelow's Air Ventures","United States"
,ATX,"Warwickshire Aerocentre Ltd.","United Kingdom"
WT,WSG,"Wasaya Airways",Canada
,WTC,"Weasua Air Transport Company",Liberia
WH,WEB,"WebJet Linhas Aéreas",Brazil
